schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
9/5/19,2019,1,FALSE,CHI,3,10,GB,CHI,-3,46.5,Soldier Field,FALSE,,,,
9/8/19,2019,1,FALSE,ARI,27,27,DET,DET,-3,45.5,University of Phoenix Stadium,FALSE,72,0,,indoor
9/8/19,2019,1,FALSE,CAR,27,30,LA,LAR,-2,49.5,Bank of America Stadium,FALSE,,,,
9/8/19,2019,1,FALSE,CLE,13,43,TEN,CLE,-5.5,44,FirstEnergy Stadium,FALSE,,,,
9/8/19,2019,1,FALSE,DAL,35,17,NYG,DAL,-7,44,AT&T Stadium,FALSE,72,0,,indoor
9/8/19,2019,1,FALSE,JAX,26,40,KC,KC,-3.5,49,TIAA Bank Field,FALSE,,,,
9/8/19,2019,1,FALSE,LAC,30,24,IND,LAC,-6,44.5,Dignity Health Sports Park,FALSE,,,,
9/8/19,2019,1,FALSE,MIA,10,59,BAL,BAL,-7,40.5,Hard Rock Stadium,FALSE,,,,
9/8/19,2019,1,FALSE,MIN,28,12,ATL,MIN,-3.5,47,U.S. Bank Stadium,FALSE,72,0,,indoor
9/8/19,2019,1,FALSE,NWE,33,3,PIT,NE,-5.5,49,Gillette Stadium,FALSE,,,,
9/8/19,2019,1,FALSE,NYJ,16,17,BUF,NYJ,-2.5,41,MetLife Stadium,FALSE,,,,
9/8/19,2019,1,FALSE,PHI,32,27,WAS,PHI,-10,44.5,Lincoln Financial Field,FALSE,,,,
9/8/19,2019,1,FALSE,SEA,21,20,CIN,SEA,-9,44,CenturyLink Field,FALSE,,,,
9/8/19,2019,1,FALSE,TB,17,31,SF,TB,-1,51,Raymond James Stadium,FALSE,,,,
9/9/19,2019,1,FALSE,NO,30,28,HOU,NO,-6.5,51.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
9/9/19,2019,1,FALSE,LVR,24,16,DEN,DEN,-3,42.5,Oakland Coliseum,FALSE,,,,
9/12/19,2019,2,FALSE,CAR,14,20,TB,CAR,-6.5,48,Bank of America Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,ATL,24,20,PHI,PHI,-1,53,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/15/19,2019,2,FALSE,BAL,23,17,ARI,BAL,-13,45.5,M&T Bank Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,CIN,17,41,SF,CIN,-1,46,Paul Brown Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,DEN,14,16,CHI,CHI,-3,40.5,Sports Authority Field at Mile High,FALSE,,,,
9/15/19,2019,2,FALSE,DET,13,10,LAC,LAC,-1,46.5,Ford Field,FALSE,72,0,,indoor
9/15/19,2019,2,FALSE,GB,21,16,MIN,GB,-3,43,Lambeau Field,FALSE,,,,
9/15/19,2019,2,FALSE,HOU,13,12,JAX,HOU,-7,43,NRG Stadium,FALSE,72,0,,indoor
9/15/19,2019,2,FALSE,LA,27,9,NO,LAR,-2,52,Los Angeles Memorial Coliseum,FALSE,,,,
9/15/19,2019,2,FALSE,MIA,0,43,NWE,NE,-18,48.5,Hard Rock Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,NYG,14,28,BUF,BUF,-1,44.5,MetLife Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,LVR,10,28,KC,KC,-7,53,Oakland Coliseum,FALSE,,,,
9/15/19,2019,2,FALSE,PIT,26,28,SEA,PIT,-4,47,Heinz Field,FALSE,,,,
9/15/19,2019,2,FALSE,TEN,17,19,IND,TEN,-3.5,43.5,Nissan Stadium,FALSE,,,,
9/15/19,2019,2,FALSE,WAS,21,31,DAL,DAL,-6,46,FedEx Field,FALSE,,,,
9/16/19,2019,2,FALSE,NYJ,3,23,CLE,CLE,-6.5,45,MetLife Stadium,FALSE,,,,
9/19/19,2019,3,FALSE,JAX,20,7,TEN,TEN,-2,38,TIAA Bank Field,FALSE,,,,
9/22/19,2019,3,FALSE,ARI,20,38,CAR,ARI,-2.5,45.5,University of Phoenix Stadium,FALSE,72,0,,indoor
9/22/19,2019,3,FALSE,BUF,21,17,CIN,BUF,-6,43.5,New Era Field,FALSE,,,,
9/22/19,2019,3,FALSE,CLE,13,20,LA,LAR,-4,48,FirstEnergy Stadium,FALSE,,,,
9/22/19,2019,3,FALSE,DAL,31,6,MIA,DAL,-21.5,46.5,AT&T Stadium,FALSE,72,0,,indoor
9/22/19,2019,3,FALSE,GB,27,16,DEN,GB,-7,41.5,Lambeau Field,FALSE,,,,
9/22/19,2019,3,FALSE,IND,27,24,ATL,IND,-1.5,48,Lucas Oil Stadium,FALSE,72,0,,indoor
9/22/19,2019,3,FALSE,KC,33,28,BAL,KC,-5,52,Arrowhead Stadium,FALSE,,,,
9/22/19,2019,3,FALSE,LAC,20,27,HOU,LAC,-3,49,Dignity Health Sports Park,FALSE,,,,
9/22/19,2019,3,FALSE,MIN,34,14,LVR,MIN,-9,43.5,U.S. Bank Stadium,FALSE,72,0,,indoor
9/22/19,2019,3,FALSE,NWE,30,14,NYJ,NE,-21,43,Gillette Stadium,FALSE,,,,
9/22/19,2019,3,FALSE,PHI,24,27,DET,PHI,-4,45,Lincoln Financial Field,FALSE,,,,
9/22/19,2019,3,FALSE,SF,24,20,PIT,SF,-6,44.5,Levi's Stadium,FALSE,,,,
9/22/19,2019,3,FALSE,SEA,27,33,NO,SEA,-5,44,CenturyLink Field,FALSE,,,,
9/22/19,2019,3,FALSE,TB,31,32,NYG,TB,-5,48,Raymond James Stadium,FALSE,,,,
9/23/19,2019,3,FALSE,WAS,15,31,CHI,CHI,-5,41,FedEx Field,FALSE,,,,
9/26/19,2019,4,FALSE,GB,27,34,PHI,GB,-3.5,46.5,Lambeau Field,FALSE,,,,
9/29/19,2019,4,FALSE,ARI,10,27,SEA,SEA,-5.5,48.5,University of Phoenix Stadium,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,ATL,10,24,TEN,ATL,-3.5,46.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,BAL,25,40,CLE,BAL,-7,47.5,M&T Bank Stadium,FALSE,,,,
9/29/19,2019,4,FALSE,BUF,10,16,NWE,NE,-7,41.5,New Era Field,FALSE,,,,
9/29/19,2019,4,FALSE,CHI,16,6,MIN,CHI,-1,38.5,Soldier Field,FALSE,,,,
9/29/19,2019,4,FALSE,DEN,24,26,JAX,DEN,-2.5,37.5,Sports Authority Field at Mile High,FALSE,,,,
9/29/19,2019,4,FALSE,DET,30,34,KC,KC,-7,54.5,Ford Field,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,HOU,10,16,CAR,HOU,-5,47.5,NRG Stadium,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,IND,24,31,LVR,IND,-6,46.5,Lucas Oil Stadium,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,LA,40,55,TB,LAR,-9,48.5,Los Angeles Memorial Coliseum,FALSE,,,,
9/29/19,2019,4,FALSE,MIA,10,30,LAC,LAC,-15,43.5,Hard Rock Stadium,FALSE,,,,
9/29/19,2019,4,FALSE,NO,12,10,DAL,DAL,-2.5,47,Mercedes-Benz Superdome,FALSE,72,0,,indoor
9/29/19,2019,4,FALSE,NYG,24,3,WAS,NYG,-3,48,MetLife Stadium,FALSE,,,,
9/30/19,2019,4,FALSE,PIT,27,3,CIN,PIT,-3.5,45,Heinz Field,FALSE,,,,
10/3/19,2019,5,FALSE,SEA,30,29,LA,SEA,-1.5,48.5,CenturyLink Field,FALSE,,,,
10/6/19,2019,5,FALSE,CAR,34,27,JAX,CAR,-3,40.5,Bank of America Stadium,FALSE,,,,
10/6/19,2019,5,FALSE,CIN,23,26,ARI,CIN,-3,46.5,Paul Brown Stadium,FALSE,,,,
10/6/19,2019,5,FALSE,DAL,24,34,GB,DAL,-3,46.5,AT&T Stadium,FALSE,72,0,,indoor
10/6/19,2019,5,FALSE,HOU,53,32,ATL,HOU,-4,49,NRG Stadium,FALSE,72,0,,indoor
10/6/19,2019,5,FALSE,KC,13,19,IND,KC,-10.5,55.5,Arrowhead Stadium,FALSE,,,,
10/6/19,2019,5,FALSE,LAC,13,20,DEN,LAC,-4.5,45.5,Dignity Health Sports Park,FALSE,,,,
10/6/19,2019,5,FALSE,NO,31,24,TB,NO,-3,46.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
10/6/19,2019,5,FALSE,NYG,10,28,MIN,MIN,-5.5,43.5,MetLife Stadium,FALSE,,,,
10/6/19,2019,5,FALSE,LVR,24,21,CHI,CHI,-6.5,39.5,Tottenham Hotspur Stadium,TRUE,,,,
10/6/19,2019,5,FALSE,PHI,31,6,NYJ,PHI,-14,43,Lincoln Financial Field,FALSE,,,,
10/6/19,2019,5,FALSE,PIT,23,26,BAL,BAL,-3,44,Heinz Field,FALSE,,,,
10/6/19,2019,5,FALSE,TEN,7,14,BUF,TEN,-3,39.5,Nissan Stadium,FALSE,,,,
10/6/19,2019,5,FALSE,WAS,7,33,NWE,NE,-16.5,41.5,FedEx Field,FALSE,,,,
10/7/19,2019,5,FALSE,SF,31,3,CLE,SF,-4.5,48,Levi's Stadium,FALSE,,,,
10/10/19,2019,6,FALSE,NWE,35,14,NYG,NE,-16.5,43,Gillette Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,ARI,34,33,ATL,ATL,-3,52,University of Phoenix Stadium,FALSE,72,0,,indoor
10/13/19,2019,6,FALSE,BAL,23,17,CIN,BAL,-10.5,46.5,M&T Bank Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,CLE,28,32,SEA,CLE,-1,45.5,FirstEnergy Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,DEN,16,0,TEN,DEN,-1.5,41,Sports Authority Field at Mile High,FALSE,,,,
10/13/19,2019,6,FALSE,JAX,6,13,NO,JAX,-2.5,42.5,TIAA Bank Field,FALSE,,,,
10/13/19,2019,6,FALSE,KC,24,31,HOU,KC,-3.5,54.5,Arrowhead Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,LAC,17,24,PIT,LAC,-6,42.5,Dignity Health Sports Park,FALSE,,,,
10/13/19,2019,6,FALSE,LA,7,20,SF,LAR,-3,50,Los Angeles Memorial Coliseum,FALSE,,,,
10/13/19,2019,6,FALSE,MIA,16,17,WAS,WAS,-5.5,42.5,Hard Rock Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,MIN,38,20,PHI,MIN,-3.5,44.5,U.S. Bank Stadium,FALSE,72,0,,indoor
10/13/19,2019,6,FALSE,NYJ,24,22,DAL,DAL,-7,43.5,MetLife Stadium,FALSE,,,,
10/13/19,2019,6,FALSE,TB,26,37,CAR,CAR,-2,47.5,Tottenham Hotspur Stadium,TRUE,,,,
10/14/19,2019,6,FALSE,GB,23,22,DET,GB,-3.5,47,Lambeau Field,FALSE,,,,
10/17/19,2019,7,FALSE,DEN,6,30,KC,KC,-3,49.5,Sports Authority Field at Mile High,FALSE,,,,
10/20/19,2019,7,FALSE,ATL,10,37,LA,LAR,-3,54.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/20/19,2019,7,FALSE,BUF,31,21,MIA,BUF,-17,42.5,New Era Field,FALSE,,,,
10/20/19,2019,7,FALSE,CHI,25,36,NO,CHI,-4,37,Soldier Field,FALSE,,,,
10/20/19,2019,7,FALSE,CIN,17,27,JAX,JAX,-4,44,Paul Brown Stadium,FALSE,,,,
10/20/19,2019,7,FALSE,DAL,37,10,PHI,DAL,-3,50,AT&T Stadium,FALSE,72,0,,indoor
10/20/19,2019,7,FALSE,DET,30,42,MIN,MIN,-2.5,43.5,Ford Field,FALSE,72,0,,indoor
10/20/19,2019,7,FALSE,GB,42,24,LVR,GB,-5.5,47.5,Lambeau Field,FALSE,,,,
10/20/19,2019,7,FALSE,IND,30,23,HOU,IND,-1,46.5,Lucas Oil Stadium,FALSE,72,0,,indoor
10/20/19,2019,7,FALSE,NYG,21,27,ARI,NYG,-3.5,50,MetLife Stadium,FALSE,,,,
10/20/19,2019,7,FALSE,SEA,16,30,BAL,SEA,-3,48.5,CenturyLink Field,FALSE,,,,
10/20/19,2019,7,FALSE,TEN,23,20,LAC,TEN,-2.5,42.5,Nissan Stadium,FALSE,,,,
10/20/19,2019,7,FALSE,WAS,0,9,SF,SF,-10,39,FedEx Field,FALSE,,,,
10/21/19,2019,7,FALSE,NYJ,0,33,NWE,NE,-10,43,MetLife Stadium,FALSE,,,,
10/24/19,2019,8,FALSE,MIN,19,9,WAS,MIN,-16.5,42,U.S. Bank Stadium,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,ATL,20,27,SEA,SEA,-7.5,48.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,BUF,13,31,PHI,BUF,-1,39.5,New Era Field,FALSE,,,,
10/27/19,2019,8,FALSE,CHI,16,17,LAC,CHI,-3.5,41,Soldier Field,FALSE,,,,
10/27/19,2019,8,FALSE,DET,31,26,NYG,DET,-6.5,49,Ford Field,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,HOU,27,24,LVR,HOU,-6,52,NRG Stadium,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,IND,15,13,DEN,IND,-6,42,Lucas Oil Stadium,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,JAX,29,15,NYJ,JAX,-6.5,40,TIAA Bank Field,FALSE,,,,
10/27/19,2019,8,FALSE,KC,24,31,GB,GB,-5,47.5,Arrowhead Stadium,FALSE,,,,
10/27/19,2019,8,FALSE,LA,24,10,CIN,LAR,-12,48.5,Wembley Stadium,TRUE,,,,
10/27/19,2019,8,FALSE,NWE,27,13,CLE,NE,-10,43,Gillette Stadium,FALSE,,,,
10/27/19,2019,8,FALSE,NO,31,9,ARI,NO,-12.5,48,Mercedes-Benz Superdome,FALSE,72,0,,indoor
10/27/19,2019,8,FALSE,SF,51,13,CAR,SF,-4,40.5,Levi's Stadium,FALSE,,,,
10/27/19,2019,8,FALSE,TEN,27,23,TB,TEN,-2,45.5,Nissan Stadium,FALSE,,,,
10/28/19,2019,8,FALSE,PIT,27,14,MIA,PIT,-14,44,Heinz Field,FALSE,,,,
10/31/19,2019,9,FALSE,ARI,25,28,SF,SF,-10,43,University of Phoenix Stadium,FALSE,72,0,,indoor
11/3/19,2019,9,FALSE,BAL,37,20,NWE,NE,-3,44.5,M&T Bank Stadium,FALSE,,,,
11/3/19,2019,9,FALSE,BUF,24,9,WAS,BUF,-10.5,37,New Era Field,FALSE,,,,
11/3/19,2019,9,FALSE,CAR,30,20,TEN,CAR,-3.5,43,Bank of America Stadium,FALSE,,,,
11/3/19,2019,9,FALSE,DEN,24,19,CLE,CLE,-4,39,Sports Authority Field at Mile High,FALSE,,,,
11/3/19,2019,9,FALSE,JAX,3,26,HOU,JAX,-1,46,Wembley Stadium,TRUE,,,,
11/3/19,2019,9,FALSE,KC,26,23,MIN,MIN,-5.5,45.5,Arrowhead Stadium,FALSE,,,,
11/3/19,2019,9,FALSE,LAC,26,11,GB,GB,-4,50,Dignity Health Sports Park,FALSE,,,,
11/3/19,2019,9,FALSE,MIA,26,18,NYJ,NYJ,-3,42.5,Hard Rock Stadium,FALSE,,,,
11/3/19,2019,9,FALSE,LVR,31,24,DET,LVR,-2.5,51,Oakland Coliseum,FALSE,,,,
11/3/19,2019,9,FALSE,PHI,22,14,CHI,PHI,-5,41,Lincoln Financial Field,FALSE,,,,
11/3/19,2019,9,FALSE,PIT,26,24,IND,PIT,-1,40,Heinz Field,FALSE,,,,
11/3/19,2019,9,FALSE,SEA,40,34,TB,SEA,-4,51,CenturyLink Field,FALSE,,,,
11/4/19,2019,9,FALSE,NYG,18,37,DAL,DAL,-6.5,48.5,MetLife Stadium,FALSE,,,,
11/7/19,2019,10,FALSE,LVR,26,24,LAC,LAC,-1,49,Oakland Coliseum,FALSE,,,,
11/10/19,2019,10,FALSE,CHI,20,13,DET,CHI,-6,38,Soldier Field,FALSE,,,,
11/10/19,2019,10,FALSE,CIN,13,49,BAL,BAL,-10.5,44,Paul Brown Stadium,FALSE,,,,
11/10/19,2019,10,FALSE,CLE,19,16,BUF,CLE,-3,42,FirstEnergy Stadium,FALSE,,,,
11/10/19,2019,10,FALSE,DAL,24,28,MIN,DAL,-3,48,AT&T Stadium,FALSE,72,0,,indoor
11/10/19,2019,10,FALSE,GB,24,16,CAR,GB,-5,49,Lambeau Field,FALSE,,,,
11/10/19,2019,10,FALSE,IND,12,16,MIA,IND,-11,44,Lucas Oil Stadium,FALSE,72,0,,indoor
11/10/19,2019,10,FALSE,NO,9,26,ATL,NO,-13.5,51.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
11/10/19,2019,10,FALSE,NYJ,34,27,NYG,NYG,-3,43,MetLife Stadium,FALSE,,,,
11/10/19,2019,10,FALSE,PIT,17,12,LA,LAR,-4.5,43.5,Heinz Field,FALSE,,,,
11/10/19,2019,10,FALSE,TB,30,27,ARI,TB,-5.5,51.5,Raymond James Stadium,FALSE,,,,
11/10/19,2019,10,FALSE,TEN,35,32,KC,KC,-6,49,Nissan Stadium,FALSE,,,,
11/11/19,2019,10,FALSE,SF,24,27,SEA,SF,-6.5,46.5,Levi's Stadium,FALSE,,,,
11/14/19,2019,11,FALSE,CLE,21,7,PIT,CLE,-3,41.5,FirstEnergy Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,BAL,41,7,HOU,BAL,-4.5,51,M&T Bank Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,CAR,3,29,ATL,CAR,-4,49,Bank of America Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,DET,27,35,DAL,DAL,-7,46.5,Ford Field,FALSE,72,0,,indoor
11/17/19,2019,11,FALSE,IND,33,13,JAX,IND,-2.5,41.5,Lucas Oil Stadium,FALSE,72,0,,indoor
11/17/19,2019,11,FALSE,LA,17,7,CHI,LAR,-5.5,40,Los Angeles Memorial Coliseum,FALSE,,,,
11/17/19,2019,11,FALSE,MIA,20,37,BUF,BUF,-7,41,Hard Rock Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,MIN,27,23,DEN,MIN,-10,40,U.S. Bank Stadium,FALSE,72,0,,indoor
11/17/19,2019,11,FALSE,LVR,17,10,CIN,LVR,-13,48,Oakland Coliseum,FALSE,,,,
11/17/19,2019,11,FALSE,PHI,10,17,NWE,NE,-4.5,45,Lincoln Financial Field,FALSE,,,,
11/17/19,2019,11,FALSE,SF,36,26,ARI,SF,-10,44,Levi's Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,TB,17,34,NO,NO,-5,50.5,Raymond James Stadium,FALSE,,,,
11/17/19,2019,11,FALSE,WAS,17,34,NYJ,WAS,-2,37.5,FedEx Field,FALSE,,,,
11/18/19,2019,11,FALSE,LAC,17,24,KC,KC,-5.5,52.5,Estadio Azteca,TRUE,,,,
11/21/19,2019,12,FALSE,HOU,20,17,IND,HOU,-3.5,46,NRG Stadium,FALSE,72,0,,indoor
11/24/19,2019,12,FALSE,ATL,22,35,TB,ATL,-3.5,51.5,Mercedes-Benz Stadium,FALSE,72,0,,indoor
11/24/19,2019,12,FALSE,BUF,20,3,DEN,BUF,-3.5,37,New Era Field,FALSE,,,,
11/24/19,2019,12,FALSE,CHI,19,14,NYG,CHI,-6,41,Soldier Field,FALSE,,,,
11/24/19,2019,12,FALSE,CIN,10,16,PIT,PIT,-6.5,37,Paul Brown Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,CLE,41,24,MIA,CLE,-11,46,FirstEnergy Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,NWE,13,9,DAL,NE,-5.5,44.5,Gillette Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,NO,34,31,CAR,NO,-10,46.5,Mercedes-Benz Superdome,FALSE,72,0,,indoor
11/24/19,2019,12,FALSE,NYJ,34,3,LVR,LVR,-3,44.5,MetLife Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,PHI,9,17,SEA,SEA,-2,45.5,Lincoln Financial Field,FALSE,,,,
11/24/19,2019,12,FALSE,SF,37,8,GB,SF,-3,48,Levi's Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,TEN,42,20,JAX,TEN,-4,42.5,Nissan Stadium,FALSE,,,,
11/24/19,2019,12,FALSE,WAS,19,16,DET,DET,-4,40,FedEx Field,FALSE,,,,
11/25/19,2019,12,FALSE,LA,6,45,BAL,BAL,-3.5,47,Los Angeles Memorial Coliseum,FALSE,,,,
11/28/19,2019,13,FALSE,ATL,18,26,NO,NO,-7,48,Mercedes-Benz Stadium,FALSE,72,0,,indoor
11/28/19,2019,13,FALSE,DAL,15,26,BUF,DAL,-6.5,46.5,AT&T Stadium,FALSE,72,0,,indoor
11/28/19,2019,13,FALSE,DET,20,24,CHI,CHI,-5.5,37,Ford Field,FALSE,72,0,,indoor
12/1/19,2019,13,FALSE,ARI,7,34,LA,LAR,-2.5,47,University of Phoenix Stadium,FALSE,72,0,,indoor
12/1/19,2019,13,FALSE,BAL,20,17,SF,BAL,-5.5,45,M&T Bank Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,CAR,21,29,WAS,CAR,-10.5,38.5,Bank of America Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,CIN,22,6,NYJ,NYJ,-3,43,Paul Brown Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,DEN,23,20,LAC,LAC,-4.5,38.5,Sports Authority Field at Mile High,FALSE,,,,
12/1/19,2019,13,FALSE,HOU,28,22,NWE,NE,-3,47,NRG Stadium,FALSE,72,0,,indoor
12/1/19,2019,13,FALSE,IND,17,31,TEN,TEN,-1,41.5,Lucas Oil Stadium,FALSE,72,0,,indoor
12/1/19,2019,13,FALSE,JAX,11,28,TB,TB,-3,46.5,TIAA Bank Field,FALSE,,,,
12/1/19,2019,13,FALSE,KC,40,9,LVR,KC,-10.5,49.5,Arrowhead Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,MIA,37,31,PHI,PHI,-10,44.5,Hard Rock Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,NYG,13,31,GB,GB,-6.5,43.5,MetLife Stadium,FALSE,,,,
12/1/19,2019,13,FALSE,PIT,20,13,CLE,CLE,-1,40,Heinz Field,FALSE,,,,
12/2/19,2019,13,FALSE,SEA,37,30,MIN,SEA,-2.5,48.5,CenturyLink Field,FALSE,,,,
12/5/19,2019,14,FALSE,CHI,31,24,DAL,DAL,-3,43,Soldier Field,FALSE,,,,
12/8/19,2019,14,FALSE,ARI,17,23,PIT,PIT,-2.5,43.5,University of Phoenix Stadium,FALSE,72,0,,indoor
12/8/19,2019,14,FALSE,ATL,40,20,CAR,ATL,-3.5,48,Mercedes-Benz Stadium,FALSE,72,0,,indoor
12/8/19,2019,14,FALSE,BUF,17,24,BAL,BAL,-6,44,New Era Field,FALSE,,,,
12/8/19,2019,14,FALSE,CLE,27,19,CIN,CLE,-6.5,43.5,FirstEnergy Stadium,FALSE,,,,
12/8/19,2019,14,FALSE,GB,20,15,WAS,GB,-13,42,Lambeau Field,FALSE,,,,
12/8/19,2019,14,FALSE,HOU,24,38,DEN,HOU,-8,42.5,NRG Stadium,FALSE,72,0,,indoor
12/8/19,2019,14,FALSE,JAX,10,45,LAC,LAC,-3,42,TIAA Bank Field,FALSE,,,,
12/8/19,2019,14,FALSE,LA,28,12,SEA,LAR,-1,47.5,Los Angeles Memorial Coliseum,FALSE,,,,
12/8/19,2019,14,FALSE,MIN,20,7,DET,MIN,-11.5,44,U.S. Bank Stadium,FALSE,72,0,,indoor
12/8/19,2019,14,FALSE,NWE,16,23,KC,NE,-3,48.5,Gillette Stadium,FALSE,,,,
12/8/19,2019,14,FALSE,NO,46,48,SF,NO,-1.5,45,Mercedes-Benz Superdome,FALSE,72,0,,indoor
12/8/19,2019,14,FALSE,NYJ,22,21,MIA,NYJ,-5,47,MetLife Stadium,FALSE,,,,
12/8/19,2019,14,FALSE,LVR,21,42,TEN,TEN,-2.5,47,Oakland Coliseum,FALSE,,,,
12/8/19,2019,14,FALSE,TB,38,35,IND,TB,-3,46.5,Raymond James Stadium,FALSE,,,,
12/9/19,2019,14,FALSE,PHI,23,17,NYG,PHI,-9.5,45,Lincoln Financial Field,FALSE,,,,
12/12/19,2019,15,FALSE,BAL,42,21,NYJ,BAL,-17,44,M&T Bank Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,ARI,38,24,CLE,CLE,-3,49,University of Phoenix Stadium,FALSE,72,0,,indoor
12/15/19,2019,15,FALSE,CAR,24,30,SEA,SEA,-6,48.5,Bank of America Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,CIN,13,34,NWE,NE,-10.5,41.5,Paul Brown Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,DAL,44,21,LA,LAR,-1,48.5,AT&T Stadium,FALSE,72,0,,indoor
12/15/19,2019,15,FALSE,DET,17,38,TB,TB,-6,46,Ford Field,FALSE,72,0,,indoor
12/15/19,2019,15,FALSE,GB,21,13,CHI,GB,-4.5,41,Lambeau Field,FALSE,,,,
12/15/19,2019,15,FALSE,KC,23,3,DEN,KC,-9,43,Arrowhead Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,LAC,10,39,MIN,MIN,-1,45,Dignity Health Sports Park,FALSE,,,,
12/15/19,2019,15,FALSE,NYG,36,20,MIA,NYG,-3.5,46.5,MetLife Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,LVR,16,20,JAX,LVR,-6.5,46,Oakland Coliseum,FALSE,,,,
12/15/19,2019,15,FALSE,PIT,10,17,BUF,PIT,-1,37,Heinz Field,FALSE,,,,
12/15/19,2019,15,FALSE,SF,22,29,ATL,SF,-10,49.5,Levi's Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,TEN,21,24,HOU,TEN,-3,50,Nissan Stadium,FALSE,,,,
12/15/19,2019,15,FALSE,WAS,27,37,PHI,PHI,-6.5,38.5,FedEx Field,FALSE,,,,
12/16/19,2019,15,FALSE,NO,34,7,IND,NO,-8.5,49,Mercedes-Benz Superdome,FALSE,72,0,,indoor
12/21/19,2019,16,FALSE,NWE,24,17,BUF,NE,-6.5,38.5,Gillette Stadium,FALSE,,,,
12/21/19,2019,16,FALSE,SF,34,31,LA,SF,-7,45.5,Levi's Stadium,FALSE,,,,
12/21/19,2019,16,FALSE,TB,20,23,HOU,HOU,-3,50.5,Raymond James Stadium,FALSE,,,,
12/22/19,2019,16,FALSE,ATL,24,12,JAX,ATL,-7,48,Mercedes-Benz Stadium,FALSE,72,0,,indoor
12/22/19,2019,16,FALSE,CHI,3,26,KC,KC,-7,45.5,Soldier Field,FALSE,,,,
12/22/19,2019,16,FALSE,CLE,15,31,BAL,BAL,-10,49,FirstEnergy Stadium,FALSE,,,,
12/22/19,2019,16,FALSE,DEN,27,17,DET,DEN,-7.5,40,Sports Authority Field at Mile High,FALSE,,,,
12/22/19,2019,16,FALSE,IND,38,6,CAR,IND,-7,46.5,Lucas Oil Stadium,FALSE,72,0,,indoor
12/22/19,2019,16,FALSE,LAC,17,24,LVR,LAC,-7.5,45,Dignity Health Sports Park,FALSE,,,,
12/22/19,2019,16,FALSE,MIA,38,35,CIN,CIN,-1.5,45,Hard Rock Stadium,FALSE,,,,
12/22/19,2019,16,FALSE,NYJ,16,10,PIT,PIT,-3,36.5,MetLife Stadium,FALSE,,,,
12/22/19,2019,16,FALSE,PHI,17,9,DAL,DAL,-2,46.5,Lincoln Financial Field,FALSE,,,,
12/22/19,2019,16,FALSE,SEA,13,27,ARI,SEA,-8,51,CenturyLink Field,FALSE,,,,
12/22/19,2019,16,FALSE,TEN,28,38,NO,NO,-3,49,Nissan Stadium,FALSE,,,,
